,Dummy variable treshold,Ime podatkovne baze,Ime relacije,Latentni faktor,Objektni tip 1,Objektni tip 2,RMSE,St. ponovitve,Vzorcenje
1040,1,avtomobilizem,avtomobil model,8,avtomobil,model,0.01004,1,True
1041,1,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03478,1,True
1042,1,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.13046,1,True
1043,1,avtomobilizem,model drzava,8,model,drzava,0.1335,1,True
1044,2,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00219,0,True
1045,2,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00549,0,True
1046,2,avtomobilizem,avtomobil model,13,avtomobil,model,0.0147,0,True
1047,2,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02605,0,True
1048,2,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.12993,0,True
1049,2,avtomobilizem,model drzava,13,model,drzava,0.19464,0,True
1050,2,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.00126,0,True
1051,2,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00518,0,True
1052,2,avtomobilizem,avtomobil model,17,avtomobil,model,0.01569,0,True
1053,2,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.02707,0,True
1054,2,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12781,0,True
1055,2,avtomobilizem,model drzava,17,model,drzava,0.3178,0,True
1056,1,avtomobilizem,lastnistvo stranka,35,lastnistvo,stranka,0.00135,2,True
1057,1,avtomobilizem,lastnistvo avtomobil,35,lastnistvo,avtomobil,0.00483,2,True
1058,1,avtomobilizem,avtomobil drzava,35,avtomobil,drzava,0.01213,2,True
1059,1,avtomobilizem,avtomobil model,35,avtomobil,model,0.01304,2,True
1060,1,avtomobilizem,model drzava,35,model,drzava,0.10917,2,True
1061,1,avtomobilizem,avtomobil stranka,35,avtomobil,stranka,0.11994,2,True
1062,1,avtomobilizem,lastnistvo stranka,7,lastnistvo,stranka,0.00239,3,True
1063,1,avtomobilizem,lastnistvo avtomobil,7,lastnistvo,avtomobil,0.00523,3,True
1064,1,avtomobilizem,avtomobil model,7,avtomobil,model,0.01001,3,True
1065,1,avtomobilizem,avtomobil drzava,7,avtomobil,drzava,0.03913,3,True
1066,1,avtomobilizem,avtomobil stranka,7,avtomobil,stranka,0.12954,3,True
1067,1,avtomobilizem,model drzava,7,model,drzava,0.13575,3,True
1068,0,avtomobilizem,lastnistvo stranka,21,lastnistvo,stranka,0.00292,3,True
1069,0,avtomobilizem,lastnistvo avtomobil,21,lastnistvo,avtomobil,0.00495,3,True
1070,0,avtomobilizem,avtomobil model,21,avtomobil,model,0.01343,3,True
1071,0,avtomobilizem,avtomobil drzava,21,avtomobil,drzava,0.01537,3,True
1072,0,avtomobilizem,avtomobil stranka,21,avtomobil,stranka,0.11958,3,True
1073,0,avtomobilizem,model drzava,21,model,drzava,0.21031,3,True
1074,1,avtomobilizem,lastnistvo stranka,18,lastnistvo,stranka,0.00249,1,True
1075,1,avtomobilizem,lastnistvo avtomobil,18,lastnistvo,avtomobil,0.0053,1,True
1076,1,avtomobilizem,avtomobil model,18,avtomobil,model,0.01006,1,True
1077,1,avtomobilizem,avtomobil drzava,18,avtomobil,drzava,0.01665,1,True
1078,1,avtomobilizem,model drzava,18,model,drzava,0.12411,1,True
1079,1,avtomobilizem,avtomobil stranka,18,avtomobil,stranka,0.12831,1,True
1080,0,avtomobilizem,lastnistvo stranka,22,lastnistvo,stranka,0.00053,1,True
1081,0,avtomobilizem,lastnistvo avtomobil,22,lastnistvo,avtomobil,0.005,1,True
1082,0,avtomobilizem,avtomobil model,22,avtomobil,model,0.01387,1,True
1083,0,avtomobilizem,avtomobil drzava,22,avtomobil,drzava,0.0153,1,True
1084,0,avtomobilizem,avtomobil stranka,22,avtomobil,stranka,0.12381,1,True
1085,0,avtomobilizem,model drzava,22,model,drzava,0.23332,1,True
1086,1,avtomobilizem,lastnistvo stranka,22,lastnistvo,stranka,0.00243,4,True
1087,1,avtomobilizem,lastnistvo avtomobil,22,lastnistvo,avtomobil,0.00525,4,True
1088,1,avtomobilizem,avtomobil model,22,avtomobil,model,0.00987,4,True
1089,1,avtomobilizem,avtomobil drzava,22,avtomobil,drzava,0.01502,4,True
1090,1,avtomobilizem,model drzava,22,model,drzava,0.11897,4,True
1091,1,avtomobilizem,avtomobil stranka,22,avtomobil,stranka,0.13165,4,True
1092,2,avtomobilizem,lastnistvo stranka,7,lastnistvo,stranka,0.0032,0,True
1093,2,avtomobilizem,lastnistvo avtomobil,7,lastnistvo,avtomobil,0.00559,0,True
1094,2,avtomobilizem,avtomobil model,7,avtomobil,model,0.01468,0,True
1095,2,avtomobilizem,avtomobil drzava,7,avtomobil,drzava,0.04172,0,True
1096,2,avtomobilizem,avtomobil stranka,7,avtomobil,stranka,0.13192,0,True
1097,2,avtomobilizem,model drzava,7,model,drzava,0.20103,0,True
1098,0,avtomobilizem,lastnistvo stranka,38,lastnistvo,stranka,0.00067,2,True
1099,0,avtomobilizem,lastnistvo avtomobil,38,lastnistvo,avtomobil,0.00471,2,True
1100,0,avtomobilizem,avtomobil drzava,38,avtomobil,drzava,0.01077,2,True
1101,0,avtomobilizem,avtomobil model,38,avtomobil,model,0.01338,2,True
1102,0,avtomobilizem,avtomobil stranka,38,avtomobil,stranka,0.11651,2,True
1103,0,avtomobilizem,model drzava,38,model,drzava,0.23324,2,True
1104,0,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00126,0,True
1105,0,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00526,0,True
1106,0,avtomobilizem,avtomobil model,10,avtomobil,model,0.01361,0,True
1107,0,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.02736,0,True
1108,0,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.12947,0,True
1109,0,avtomobilizem,model drzava,10,model,drzava,0.22053,0,True
1110,1,avtomobilizem,lastnistvo stranka,25,lastnistvo,stranka,0.0008,0,True
1111,1,avtomobilizem,lastnistvo avtomobil,25,lastnistvo,avtomobil,0.00524,0,True
1112,1,avtomobilizem,avtomobil model,25,avtomobil,model,0.01052,0,True
1113,1,avtomobilizem,avtomobil drzava,25,avtomobil,drzava,0.01373,0,True
1114,1,avtomobilizem,model drzava,25,model,drzava,0.12207,0,True
1115,1,avtomobilizem,avtomobil stranka,25,avtomobil,stranka,0.12656,0,True
1116,1,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.0033,0,True
1117,1,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.00401,0,True
1118,1,avtomobilizem,avtomobil model,2,avtomobil,model,0.00755,0,True
1119,1,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11469,0,True
1120,1,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.13218,0,True
1121,1,avtomobilizem,model drzava,2,model,drzava,0.17513,0,True
1122,0,avtomobilizem,lastnistvo stranka,40,lastnistvo,stranka,0.00023,3,True
1123,0,avtomobilizem,lastnistvo avtomobil,40,lastnistvo,avtomobil,0.00524,3,True
1124,0,avtomobilizem,avtomobil drzava,40,avtomobil,drzava,0.01079,3,True
1125,0,avtomobilizem,avtomobil model,40,avtomobil,model,0.01362,3,True
1126,0,avtomobilizem,avtomobil stranka,40,avtomobil,stranka,0.12899,3,True
1127,0,avtomobilizem,model drzava,40,model,drzava,0.22013,3,True
1128,0,avtomobilizem,lastnistvo avtomobil,1,lastnistvo,avtomobil,0.00273,1,True
1129,0,avtomobilizem,lastnistvo stranka,1,lastnistvo,stranka,0.00574,1,True
1130,0,avtomobilizem,avtomobil model,1,avtomobil,model,0.00677,1,True
1131,0,avtomobilizem,avtomobil stranka,1,avtomobil,stranka,0.13921,1,True
1132,0,avtomobilizem,avtomobil drzava,1,avtomobil,drzava,0.17922,1,True
1133,0,avtomobilizem,model drzava,1,model,drzava,0.25202,1,True
1134,1,avtomobilizem,lastnistvo stranka,19,lastnistvo,stranka,0.00063,3,True
1135,1,avtomobilizem,lastnistvo avtomobil,19,lastnistvo,avtomobil,0.00524,3,True
1136,1,avtomobilizem,avtomobil model,19,avtomobil,model,0.00967,3,True
1137,1,avtomobilizem,avtomobil drzava,19,avtomobil,drzava,0.01643,3,True
1138,1,avtomobilizem,model drzava,19,model,drzava,0.11864,3,True
1139,1,avtomobilizem,avtomobil stranka,19,avtomobil,stranka,0.1291,3,True
1140,2,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00146,0,True
1141,2,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00522,0,True
1142,2,avtomobilizem,avtomobil model,14,avtomobil,model,0.01463,0,True
1143,2,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02446,0,True
1144,2,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12881,0,True
1145,2,avtomobilizem,model drzava,14,model,drzava,0.19262,0,True
1146,0,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00345,2,True
1147,0,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00465,2,True
1148,0,avtomobilizem,avtomobil model,3,avtomobil,model,0.01193,2,True
1149,0,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.07991,2,True
1150,0,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13079,2,True
1151,0,avtomobilizem,model drzava,3,model,drzava,0.23762,2,True
1152,1,avtomobilizem,lastnistvo stranka,36,lastnistvo,stranka,0.0008,3,True
1153,1,avtomobilizem,lastnistvo avtomobil,36,lastnistvo,avtomobil,0.00489,3,True
1154,1,avtomobilizem,avtomobil model,36,avtomobil,model,0.00931,3,True
1155,1,avtomobilizem,avtomobil drzava,36,avtomobil,drzava,0.01051,3,True
1156,1,avtomobilizem,model drzava,36,model,drzava,0.10307,3,True
1157,1,avtomobilizem,avtomobil stranka,36,avtomobil,stranka,0.12165,3,True
1158,1,avtomobilizem,lastnistvo stranka,16,lastnistvo,stranka,0.00229,3,True
1159,1,avtomobilizem,lastnistvo avtomobil,16,lastnistvo,avtomobil,0.00518,3,True
1160,1,avtomobilizem,avtomobil model,16,avtomobil,model,0.01015,3,True
1161,1,avtomobilizem,avtomobil drzava,16,avtomobil,drzava,0.01886,3,True
1162,1,avtomobilizem,model drzava,16,model,drzava,0.12531,3,True
1163,1,avtomobilizem,avtomobil stranka,16,avtomobil,stranka,0.12913,3,True
1164,0,avtomobilizem,lastnistvo stranka,30,lastnistvo,stranka,0.0003,2,True
1165,0,avtomobilizem,lastnistvo avtomobil,30,lastnistvo,avtomobil,0.005,2,True
1166,0,avtomobilizem,avtomobil drzava,30,avtomobil,drzava,0.01254,2,True
1167,0,avtomobilizem,avtomobil model,30,avtomobil,model,0.01306,2,True
1168,0,avtomobilizem,avtomobil stranka,30,avtomobil,stranka,0.12387,2,True
1169,0,avtomobilizem,model drzava,30,model,drzava,0.22146,2,True
1170,1,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00218,4,True
1171,1,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00526,4,True
1172,1,avtomobilizem,avtomobil model,9,avtomobil,model,0.01007,4,True
1173,1,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03135,4,True
1174,1,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.13038,4,True
1175,1,avtomobilizem,model drzava,9,model,drzava,0.13172,4,True
1176,0,avtomobilizem,lastnistvo stranka,26,lastnistvo,stranka,0.00073,1,True
1177,0,avtomobilizem,lastnistvo avtomobil,26,lastnistvo,avtomobil,0.00501,1,True
1178,0,avtomobilizem,avtomobil drzava,26,avtomobil,drzava,0.01288,1,True
1179,0,avtomobilizem,avtomobil model,26,avtomobil,model,0.01348,1,True
1180,0,avtomobilizem,avtomobil stranka,26,avtomobil,stranka,0.12401,1,True
1181,0,avtomobilizem,model drzava,26,model,drzava,0.22283,1,True
1182,2,avtomobilizem,lastnistvo stranka,16,lastnistvo,stranka,0.00134,1,True
1183,2,avtomobilizem,lastnistvo avtomobil,16,lastnistvo,avtomobil,0.00522,1,True
1184,2,avtomobilizem,avtomobil model,16,avtomobil,model,0.01452,1,True
1185,2,avtomobilizem,avtomobil drzava,16,avtomobil,drzava,0.02258,1,True
1186,2,avtomobilizem,avtomobil stranka,16,avtomobil,stranka,0.12749,1,True
1187,2,avtomobilizem,model drzava,16,model,drzava,0.19302,1,True
1188,1,avtomobilizem,lastnistvo stranka,46,lastnistvo,stranka,0.00128,1,True
1189,1,avtomobilizem,lastnistvo avtomobil,46,lastnistvo,avtomobil,0.00508,1,True
1190,1,avtomobilizem,avtomobil model,46,avtomobil,model,0.00929,1,True
1191,1,avtomobilizem,avtomobil drzava,46,avtomobil,drzava,0.01023,1,True
1192,1,avtomobilizem,avtomobil stranka,46,avtomobil,stranka,0.12677,1,True
1193,1,avtomobilizem,model drzava,46,model,drzava,0.35661,1,True
1194,1,avtomobilizem,lastnistvo stranka,43,lastnistvo,stranka,0.00069,3,True
1195,1,avtomobilizem,lastnistvo avtomobil,43,lastnistvo,avtomobil,0.00498,3,True
1196,1,avtomobilizem,avtomobil model,43,avtomobil,model,0.00942,3,True
1197,1,avtomobilizem,avtomobil drzava,43,avtomobil,drzava,0.0575,3,True
1198,1,avtomobilizem,avtomobil stranka,43,avtomobil,stranka,0.12405,3,True
1199,1,avtomobilizem,model drzava,43,model,drzava,90.80021,3,True
1200,1,avtomobilizem,lastnistvo stranka,31,lastnistvo,stranka,0.00175,4,True
1201,1,avtomobilizem,lastnistvo avtomobil,31,lastnistvo,avtomobil,0.00516,4,True
1202,1,avtomobilizem,avtomobil model,31,avtomobil,model,0.00973,4,True
1203,1,avtomobilizem,avtomobil drzava,31,avtomobil,drzava,0.01195,4,True
1204,1,avtomobilizem,model drzava,31,model,drzava,0.11465,4,True
1205,1,avtomobilizem,avtomobil stranka,31,avtomobil,stranka,0.12954,4,True
1206,2,avtomobilizem,lastnistvo stranka,21,lastnistvo,stranka,0.00111,2,True
1207,2,avtomobilizem,lastnistvo avtomobil,21,lastnistvo,avtomobil,0.00514,2,True
1208,2,avtomobilizem,avtomobil model,21,avtomobil,model,0.01448,2,True
1209,2,avtomobilizem,avtomobil drzava,21,avtomobil,drzava,0.0192,2,True
1210,2,avtomobilizem,avtomobil stranka,21,avtomobil,stranka,0.12736,2,True
1211,2,avtomobilizem,model drzava,21,model,drzava,0.18763,2,True
1212,2,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00182,0,True
1213,2,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.00521,0,True
1214,2,avtomobilizem,avtomobil model,11,avtomobil,model,0.0164,0,True
1215,2,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.03019,0,True
1216,2,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.1288,0,True
1217,2,avtomobilizem,model drzava,11,model,drzava,0.19786,0,True
1218,1,avtomobilizem,lastnistvo stranka,45,lastnistvo,stranka,0.00041,1,True
1219,1,avtomobilizem,lastnistvo avtomobil,45,lastnistvo,avtomobil,0.00512,1,True
1220,1,avtomobilizem,avtomobil model,45,avtomobil,model,0.00963,1,True
1221,1,avtomobilizem,avtomobil drzava,45,avtomobil,drzava,0.01504,1,True
1222,1,avtomobilizem,avtomobil stranka,45,avtomobil,stranka,0.12646,1,True
1223,1,avtomobilizem,model drzava,45,model,drzava,0.19546,1,True
1224,2,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.00218,4,True
1225,2,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00523,4,True
1226,2,avtomobilizem,avtomobil model,8,avtomobil,model,0.01477,4,True
1227,2,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03763,4,True
1228,2,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.12983,4,True
1229,2,avtomobilizem,model drzava,8,model,drzava,0.19984,4,True
1230,2,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00186,2,True
1231,2,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00531,2,True
1232,2,avtomobilizem,avtomobil model,9,avtomobil,model,0.01493,2,True
1233,2,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03428,2,True
1234,2,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.13002,2,True
1235,2,avtomobilizem,model drzava,9,model,drzava,0.19899,2,True
1236,1,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00221,1,True
1237,1,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00519,1,True
1238,1,avtomobilizem,avtomobil model,6,avtomobil,model,0.00993,1,True
1239,1,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04485,1,True
1240,1,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.12972,1,True
1241,1,avtomobilizem,model drzava,6,model,drzava,0.13871,1,True
1242,1,avtomobilizem,lastnistvo stranka,28,lastnistvo,stranka,0.00153,3,True
1243,1,avtomobilizem,lastnistvo avtomobil,28,lastnistvo,avtomobil,0.00525,3,True
1244,1,avtomobilizem,avtomobil model,28,avtomobil,model,0.00966,3,True
1245,1,avtomobilizem,avtomobil drzava,28,avtomobil,drzava,0.02157,3,True
1246,1,avtomobilizem,avtomobil stranka,28,avtomobil,stranka,0.13071,3,True
1247,1,avtomobilizem,model drzava,28,model,drzava,0.26879,3,True
1248,0,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.00229,3,True
1249,0,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.004,3,True
1250,0,avtomobilizem,avtomobil model,2,avtomobil,model,0.01019,3,True
1251,0,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11002,3,True
1252,0,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.13125,3,True
1253,0,avtomobilizem,model drzava,2,model,drzava,0.24137,3,True
1254,1,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.00306,3,True
1255,1,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.00401,3,True
1256,1,avtomobilizem,avtomobil model,2,avtomobil,model,0.00755,3,True
1257,1,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11469,3,True
1258,1,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.13146,3,True
1259,1,avtomobilizem,model drzava,2,model,drzava,0.17513,3,True
1260,2,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00165,3,True
1261,2,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00522,3,True
1262,2,avtomobilizem,avtomobil model,13,avtomobil,model,0.01474,3,True
1263,2,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02623,3,True
1264,2,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.12914,3,True
1265,2,avtomobilizem,model drzava,13,model,drzava,0.19272,3,True
1266,2,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00192,3,True
1267,2,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00523,3,True
1268,2,avtomobilizem,avtomobil model,14,avtomobil,model,0.01487,3,True
1269,2,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.025,3,True
1270,2,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12788,3,True
1271,2,avtomobilizem,model drzava,14,model,drzava,0.19575,3,True
1272,1,avtomobilizem,lastnistvo stranka,22,lastnistvo,stranka,0.00079,2,True
1273,1,avtomobilizem,lastnistvo avtomobil,22,lastnistvo,avtomobil,0.00529,2,True
1274,1,avtomobilizem,avtomobil model,22,avtomobil,model,0.0097,2,True
1275,1,avtomobilizem,avtomobil drzava,22,avtomobil,drzava,0.01486,2,True
1276,1,avtomobilizem,model drzava,22,model,drzava,0.11773,2,True
1277,1,avtomobilizem,avtomobil stranka,22,avtomobil,stranka,0.1292,2,True
1278,1,avtomobilizem,lastnistvo stranka,43,lastnistvo,stranka,0.00146,4,True
1279,1,avtomobilizem,lastnistvo avtomobil,43,lastnistvo,avtomobil,0.00436,4,True
1280,1,avtomobilizem,avtomobil drzava,43,avtomobil,drzava,0.04682,4,True
1281,1,avtomobilizem,avtomobil model,43,avtomobil,model,0.12698,4,True
1282,1,avtomobilizem,avtomobil stranka,43,avtomobil,stranka,0.13461,4,True
1283,1,avtomobilizem,model drzava,43,model,drzava,58.78829,4,True
1284,0,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00135,4,True
1285,0,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.00526,4,True
1286,0,avtomobilizem,avtomobil model,11,avtomobil,model,0.01371,4,True
1287,0,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.02646,4,True
1288,0,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.12945,4,True
1289,0,avtomobilizem,model drzava,11,model,drzava,0.23359,4,True
1290,1,avtomobilizem,lastnistvo stranka,38,lastnistvo,stranka,0.00145,2,True
1291,1,avtomobilizem,lastnistvo avtomobil,38,lastnistvo,avtomobil,0.00518,2,True
1292,1,avtomobilizem,avtomobil drzava,38,avtomobil,drzava,0.01813,2,True
1293,1,avtomobilizem,avtomobil model,38,avtomobil,model,0.11946,2,True
1294,1,avtomobilizem,avtomobil stranka,38,avtomobil,stranka,0.12879,2,True
1295,1,avtomobilizem,model drzava,38,model,drzava,128.60259,2,True
1296,2,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.00286,4,True
1297,2,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.00401,4,True
1298,2,avtomobilizem,avtomobil model,2,avtomobil,model,0.01099,4,True
1299,2,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11194,4,True
1300,2,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.1317,4,True
1301,2,avtomobilizem,model drzava,2,model,drzava,0.22593,4,True
1302,1,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.00355,0,True
1303,1,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00524,0,True
1304,1,avtomobilizem,avtomobil model,8,avtomobil,model,0.01004,0,True
1305,1,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03435,0,True
1306,1,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.13261,0,True
1307,1,avtomobilizem,model drzava,8,model,drzava,0.13349,0,True
1308,2,avtomobilizem,lastnistvo avtomobil,1,lastnistvo,avtomobil,0.00273,1,True
1309,2,avtomobilizem,lastnistvo stranka,1,lastnistvo,stranka,0.0061,1,True
1310,2,avtomobilizem,avtomobil model,1,avtomobil,model,0.00731,1,True
1311,2,avtomobilizem,avtomobil stranka,1,avtomobil,stranka,0.13955,1,True
1312,2,avtomobilizem,avtomobil drzava,1,avtomobil,drzava,0.18686,1,True
1313,2,avtomobilizem,model drzava,1,model,drzava,0.25279,1,True
1314,1,avtomobilizem,lastnistvo stranka,21,lastnistvo,stranka,0.00084,2,True
1315,1,avtomobilizem,lastnistvo avtomobil,21,lastnistvo,avtomobil,0.00525,2,True
1316,1,avtomobilizem,avtomobil model,21,avtomobil,model,0.00985,2,True
1317,1,avtomobilizem,avtomobil drzava,21,avtomobil,drzava,0.01526,2,True
1318,1,avtomobilizem,model drzava,21,model,drzava,0.11753,2,True
1319,1,avtomobilizem,avtomobil stranka,21,avtomobil,stranka,0.12922,2,True
1320,1,avtomobilizem,lastnistvo stranka,5,lastnistvo,stranka,0.00214,1,True
1321,1,avtomobilizem,lastnistvo avtomobil,5,lastnistvo,avtomobil,0.00511,1,True
